id,zip,org,commute1 - 08889,commute2 - 07033,commute3 - 19486,commute4 - 08869,commute5 - 08875
385,7863,Org C,16.67096982,35.42822626,46.63220123,23.11644911,20.43764874
386,7823,Org C,19.55567875,39.94870214,44.90982597,26.50664146,23.49412821
387,7728,Org D,35.87840181,30.49278107,52.57699056,29.2673036,31.96162142
388,8848,Org F,10.93103725,35.61215813,36.33555288,18.30861725,14.75696739
389,8889,Org K,0,25.5870341,39.84447092,7.392838299,3.982073285
390,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
391,7006,Org E,30.66139556,12.24278581,70.07910262,27.18786152,29.51649262
392,7076,Org D,21.24831686,4.88407403,57.56280425,15.05911341,18.44142504
393,7746,Org E,37.86236908,23.88308786,62.03105159,30.51479387,33.92706989
394,7030,Org D,39.74074914,14.29753638,76.49596151,34.07143039,37.32775941
395,8836,Org F,11.49111422,14.6688867,48.13719706,5.117436087,8.442774295
396,7901,Org C,22.55175347,4.41589485,60.68572343,17.58635509,20.49128198
397,7901,Org C,22.55175347,4.41589485,60.68572343,17.58635509,20.49128198
398,8886,Org A,17.25112162,41.04388304,37.50200802,24.64279856,21.15269771
399,7432,Org E,42.09578823,23.25086747,81.7970303,39.12696592,41.28846335
400,19446,Org F,38.43042899,61.21709291,1.547497612,41.82277024,39.2176895
401,8873,Org B,15.63919297,17.74841075,45.5490613,8.472373312,11.66787532
403,8108,Org C,55.22230714,68.99273513,30.35176016,54.32479885,53.67338054
404,7920,Org D,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
405,8848,Org C,10.93103725,35.61215813,36.33555288,18.30861725,14.75696739
406,8857,Org B,28.03594348,18.71412321,53.91301331,20.73560566,24.0811542
407,18039,Org F,26.35564776,48.98256907,13.61037106,29.5328141,26.9535571
408,8822,Org D,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
409,8827,Org H,10.68361325,35.30203975,36.60184318,18.06797222,14.52958641
410,7840,Org D,17.9016242,31.83431852,51.87203761,22.96597633,21.07496105
411,18040,Org E,26.38350368,48.85425766,41.94322351,33.73138484,30.34081306
412,8822,Org B,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
413,8822,Org C,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
414,8853,Org E,8.83054971,26.17730652,36.29747452,7.133650055,6.151357959
415,8833,Org B,3.315709844,28.39137614,38.82680424,10.70782789,7.254272558
416,8884,Org F,25.47563017,20.86790002,49.51709201,18.4579597,21.49516532
417,18925,Org D,27.61799582,48.91482664,13.70259701,29.90957805,27.68856078
418,8807,Org F,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
419,7068,Org B,28.22616844,9.904062285,67.48963809,24.52262974,26.93487593
420,7882,Org B,15.38429943,37.88882809,40.64913219,22.63803387,19.36626423
421,7945,Org E,15.07613401,17.54537989,54.85569429,14.93078898,15.50269883
422,8902,Org A,19.3191952,19.54650932,45.80653948,12.40820447,15.34175886
423,7030,Org F,39.74074914,14.29753638,76.49596151,34.07143039,37.32775941
424,19454,Org F,36.69088793,58.96396313,3.573216246,39.72640693,37.25440343
425,7834,Org B,23.58858658,17.47765527,63.35922719,22.7084153,23.79417815
427,8886,Org B,17.25112162,41.04388304,37.50200802,24.64279856,21.15269771
428,8823,Org B,16.43959848,21.62433579,42.37079161,10.17029696,12.54228881
429,18040,Org D,26.38350368,48.85425766,41.94322351,33.73138484,30.34081306
430,8807,Org B,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
431,7920,Org E,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
432,18064,Org F,27.55000701,51.58443602,36.9520111,34.92110901,31.34278132
433,18928,Org E,23.98619802,46.0055509,16.44795102,26.69791271,24.27948038
434,19067,Org H,28.29070615,43.02426728,24.95033475,27.08666133,26.46908297
435,8502,Org D,12.48077278,23.96290067,38.77407965,7.764721681,8.897904742
436,7921,Org B,5.846559904,20.24808869,45.52966708,6.162879225,5.707579467
437,8827,Org D,10.68361325,35.30203975,36.60184318,18.06797222,14.52958641
438,8873,Org B,15.63919297,17.74841075,45.5490613,8.472373312,11.66787532
440,19128,Org G,44.60249081,63.77820221,12.49013469,45.94833504,44.2133617
441,7726,Org B,35.79658723,28.21546781,54.85551038,28.89542675,31.83002054
442,18020,Org E,29.72312905,54.69543376,32.24137753,36.89755619,33.24382243
443,10011,Org D,41.39967602,15.87768969,77.87145206,35.62014017,38.91880068
444,7728,Org D,35.87840181,30.49278107,52.57699056,29.2673036,31.96162142
445,7067,Org F,24.07009022,6.119023065,58.44267265,17.24983953,20.84479147
446,8807,Org F,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
447,7960,Org E,17.62508829,13.00170959,57.360498,15.42576902,17.01752893
448,8807,Org E,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
449,8560,Org F,21.53107525,39.2948156,24.28498831,21.51606914,20.24013238
450,19438,Org D,40.35898184,64.37060734,6.942285336,44.66866633,41.72894841
451,7065,Org G,25.7951786,4.734083801,60.62129595,19.15345124,22.70319273
452,7090,Org F,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
453,18901,Org F,26.60025194,49.50530718,13.26283898,29.98426903,27.32871121
454,7853,Org E,13.26675267,27.82453162,49.4910133,17.96223117,16.2026626
455,7208,Org G,28.78645585,3.24383739,65.21621321,22.82161365,26.15648742
456,8807,Org F,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
457,7882,Org G,15.38429943,37.88882809,40.64913219,22.63803387,19.36626423
458,8889,Org I,0,25.5870341,39.84447092,7.392838299,3.982073285
459,7882,Org E,15.38429943,37.88882809,40.64913219,22.63803387,19.36626423
460,8865,Org D,15.29589875,36.95876106,42.20220852,22.39540405,19.26244668
461,8837,Org B,22.97600327,10.85552502,54.86002784,15.67956692,19.33066569
462,18103,Org E,36.76437347,62.17275512,29.13931315,43.62546833,39.98040057
463,8889,Org B,0,25.5870341,39.84447092,7.392838299,3.982073285
464,7023,Org B,20.28773009,5.596835582,56.86884173,14.20926742,17.5438619
465,7960,Org F,17.62508829,13.00170959,57.360498,15.42576902,17.01752893
466,8886,Org B,17.25112162,41.04388304,37.50200802,24.64279856,21.15269771
467,18042,Org C,26.23627407,51.01901369,33.21557579,33.49166462,29.85206761
468,7928,Org D,17.52992153,12.16315061,57.15744687,14.93324422,16.7053164
469,8502,Org E,12.48077278,23.96290067,38.77407965,7.764721681,8.897904742
470,7470,Org E,36.08435935,18.91215096,75.8363819,33.35238145,35.38473341
471,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
472,8535,Org F,31.75728787,32.34115642,44.85473835,26.0435021,28.07404905
473,7059,Org B,12.61714733,13.0828663,50.03971548,6.929556299,9.976384964
474,8823,Org B,16.43959848,21.62433579,42.37079161,10.17029696,12.54228881
475,19473,Org B,45.92130975,69.8273398,9.436300112,50.15900541,47.25654082
476,10011,Org B,41.39967602,15.87768969,77.87145206,35.62014017,38.91880068
477,10954,Org F,51.89494863,32.5095652,91.64365184,48.99849438,51.15562643
478,7401,Org E,46.343866,26.3416494,85.95675028,43.12274263,45.40706184
479,7876,Org D,17.66091589,22.66438578,56.41468125,19.45986756,19.18631424
480,8075,Org B,38.39642829,51.74049421,25.59599229,36.97732899,36.5337439
482,7928,Org F,17.52992153,12.16315061,57.15744687,14.93324422,16.7053164
483,8835,Org B,10.90370655,18.25914529,44.18151462,3.603450115,6.995561253
484,7016,Org E,24.66612297,1.729027806,61.02004329,18.58313353,21.94455289
485,18017,Org D,32.55598048,57.60742254,32.04695249,39.68289807,36.02552316
486,8829,Org G,7.149523104,31.37703376,38.74690545,14.51003695,11.11581171
487,8829,Org E,7.149523104,31.37703376,38.74690545,14.51003695,11.11581171
488,7081,Org E,24.62455043,2.089731992,62.19558419,19.23902601,22.33289684
489,19426,Org D,43.41530321,67.20622129,7.140668184,47.55718074,44.68447907
490,8822,Org H,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
491,7030,Org E,39.74074914,14.29753638,76.49596151,34.07143039,37.32775941
492,7430,Org F,43.56375628,26.69543951,83.40299226,41.25546204,43.12950922
493,8551,Org E,12.27422893,32.98150783,29.52149288,13.64873581,11.53420309
494,7830,Org D,7.366555526,27.52209214,43.816964,13.38360756,10.84759694
495,8854,Org E,17.06763079,12.26849594,50.57454282,9.81203775,13.47036467
496,18901,Org F,26.60025194,49.50530718,13.26283898,29.98426903,27.32871121
497,7869,Org D,18.16813454,18.97501958,57.73397738,18.45246766,18.90413277
498,7869,Org G,18.16813454,18.97501958,57.73397738,18.45246766,18.90413277
499,7920,Org D,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
500,8886,Org D,17.25112162,41.04388304,37.50200802,24.64279856,21.15269771
501,7090,Org E,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
502,8805,Org D,12.59300363,14.75501806,47.70860495,5.480079757,9.111911545
503,8829,Org D,7.149523104,31.37703376,38.74690545,14.51003695,11.11581171
505,18960,Org B,33.63463684,58.18953058,10.89132304,38.41460445,35.29680054
506,7016,Org F,24.66612297,1.729027806,61.02004329,18.58313353,21.94455289
507,18938,Org F,21.43146184,43.24129182,19.21255916,23.94734145,21.57969346
508,7081,Org B,24.62455043,2.089731992,62.19558419,19.23902601,22.33289684
509,7450,Org E,42.8322644,23.03805206,82.42284808,39.58575366,41.87065166
510,7940,Org E,20.78771226,8.869681452,60.02843303,17.17022577,19.46692257
511,8558,Org D,12.96918234,27.61619798,35.09786657,10.24407742,10.13483405
512,8807,Org E,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
513,8833,Org F,3.315709844,28.39137614,38.82680424,10.70782789,7.254272558
514,8807,Org D,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
515,8822,Org F,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
516,8807,Org F,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
517,8889,Org D,0,25.5870341,39.84447092,7.392838299,3.982073285
518,7016,Org F,24.66612297,1.729027806,61.02004329,18.58313353,21.94455289
519,8850,Org D,20.74376434,17.76997435,48.23679086,13.55377268,16.7693004
521,18051,Org B,46.73951612,72.13360515,33.34710621,53.5784866,49.93799442
522,7105,Org B,33.59532826,8.178288044,70.54074629,27.95231048,31.18460906
523,18013,Org G,30.29098525,53.97436783,38.91786785,37.67755981,34.12535151
524,8867,Org B,10.92738958,36.51339099,31.48493216,17.5645615,13.92296681
525,7666,Org H,46.03152065,22.85718225,84.76037615,41.65146257,44.42218844
527,7076,Org F,21.24831686,4.88407403,57.56280425,15.05911341,18.44142504
528,7302,Org E,38.75567237,13.2053893,75.19106383,32.93280502,36.24211709
529,7083,Org I,26.87477599,1.527277509,63.93715198,21.20270855,24.42133156
530,7860,Org F,31.41655321,38.201047,65.23511645,35.31167868,34.12427561
531,8534,Org E,19.94392647,36.53071063,27.16463504,19.17551372,18.23495165
532,8540,Org F,19.2367738,31.3066793,33.48400267,16.13077543,16.42197683
533,10950,Org D,55.59981169,46.00040377,94.11960911,55.8053719,56.54836414
534,8822,Org G,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
535,18901,Org B,26.60025194,49.50530718,13.26283898,29.98426903,27.32871121
536,18925,Org F,27.61799582,48.91482664,13.70259701,29.90957805,27.68856078
537,8889,Org G,0,25.5870341,39.84447092,7.392838299,3.982073285
538,8889,Org B,0,25.5870341,39.84447092,7.392838299,3.982073285
539,7030,Org D,39.74074914,14.29753638,76.49596151,34.07143039,37.32775941
540,8846,Org F,14.59072787,13.0102638,49.43599107,7.518517768,11.14976157
541,7920,Org A,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
542,8820,Org B,21.66541459,7.919430103,55.75556542,14.69741631,18.32299696
543,7036,Org B,27.35743744,4.086334922,62.55759744,20.87476783,24.38033454
545,7946,Org B,14.65970213,11.22458254,53.22860722,10.21436344,12.75563976
546,8807,Org G,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
547,18914,Org D,31.95721017,54.89856181,7.895024216,35.4136128,32.75959927
548,18055,Org B,28.46033677,53.96730173,26.64331292,35.23166463,31.59436458
549,7044,Org E,31.48241184,11.00852314,70.57096879,27.5062916,30.05694549
550,8889,Org C,0,25.5870341,39.84447092,7.392838299,3.982073285
551,8540,Org F,19.2367738,31.3066793,33.48400267,16.13077543,16.42197683
552,8753,Org E,54.04479806,49.82134295,59.87379979,48.09196995,50.32047137
553,8804,Org E,16.94232084,42.07639304,32.52242002,24.14387956,20.49793545
554,7070,Org E,37.65822682,14.04802987,76.03117799,32.9578514,35.83603623
555,18042,Org H,26.23627407,51.01901369,33.21557579,33.49166462,29.85206761
556,8873,Org B,15.63919297,17.74841075,45.5490613,8.472373312,11.66787532
558,8835,Org C,10.90370655,18.25914529,44.18151462,3.603450115,6.995561253
559,7945,Org A,15.07613401,17.54537989,54.85569429,14.93078898,15.50269883
560,19446,Org F,38.43042899,61.21709291,1.547497612,41.82277024,39.2176895
561,8836,Org E,11.49111422,14.6688867,48.13719706,5.117436087,8.442774295
562,8820,Org B,21.66541459,7.919430103,55.75556542,14.69741631,18.32299696
564,8826,Org D,7.400979418,32.89015884,33.28949681,13.74906233,10.12155357
565,7090,Org G,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
566,18042,Org F,26.23627407,51.01901369,33.21557579,33.49166462,29.85206761
567,7028,Org C,32.53774613,10.04448146,71.156205,28.04150074,30.81652084
568,8801,Org D,6.295336138,31.58864617,36.62373162,13.59872809,10.00485238
569,8822,Org D,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
571,8848,Org B,10.93103725,35.61215813,36.33555288,18.30861725,14.75696739
572,8848,Org G,10.93103725,35.61215813,36.33555288,18.30861725,14.75696739
573,8558,Org B,12.96918234,27.61619798,35.09786657,10.24407742,10.13483405
574,7059,Org D,12.61714733,13.0828663,50.03971548,6.929556299,9.976384964
575,18974,Org A,31.46919121,51.02475513,13.79335461,32.79818896,31.01132032
576,18929,Org D,30.00069824,51.11418715,11.79178662,32.21756903,30.0434352
577,7863,Org E,16.67096982,35.42822626,46.63220123,23.11644911,20.43764874
578,8825,Org D,12.82743099,38.41363732,30.22338728,19.42395679,15.79112454
579,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
580,7718,Org H,38.43313413,20.87239623,65.62317899,31.04782184,34.62987882
581,18064,Org F,27.55000701,51.58443602,36.9520111,34.92110901,31.34278132
582,7738,Org F,38.74744289,24.4701256,62.80514149,31.3967683,34.81409488
584,8822,Org H,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
586,7076,Org D,21.24831686,4.88407403,57.56280425,15.05911341,18.44142504
587,8820,Org B,21.66541459,7.919430103,55.75556542,14.69741631,18.32299696
588,8859,Org F,26.72072201,15.11237479,55.30777747,19.32878147,22.86288053
589,8810,Org E,22.25091983,23.65161462,44.10807103,15.94169787,18.37490863
590,19464,Org D,50.65110769,75.34172874,17.14168276,55.56719013,52.4351012
591,19465,Org F,55.35401557,79.67544093,19.19415034,59.94264399,56.9288067
592,8858,Org D,5.368056017,24.19165412,44.42573368,9.983347795,7.954218852
593,19454,Org D,36.69088793,58.96396313,3.573216246,39.72640693,37.25440343
594,7828,Org B,18.28825032,28.12464092,54.80167257,21.99705298,20.80533741
595,8850,Org F,20.74376434,17.76997435,48.23679086,13.55377268,16.7693004
597,8850,Org D,20.74376434,17.76997435,48.23679086,13.55377268,16.7693004
598,19106,Org D,50.11066491,67.63663739,19.25393764,50.7284615,49.33886698
599,8802,Org E,14.48446633,38.62680678,36.90075716,21.87705168,18.36551603
601,7928,Org E,17.52992153,12.16315061,57.15744687,14.93324422,16.7053164
602,8742,Org E,56.00112873,50.43770721,62.91304112,49.84553819,52.21627222
603,8807,Org H,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
604,8542,Org F,19.2651181,29.73026184,35.39022485,15.45520727,16.16417437
605,19135,Org B,44.78283151,62.37463739,16.76238877,45.35522223,43.97067925
606,10016,Org D,42.55740489,17.03833089,79.00656531,36.77947216,40.07942335
607,8016,Org H,36.33976575,47.27569336,30.12587961,33.92101164,33.99131033
608,7731,Org F,39.05638189,29.38870864,58.41881454,32.0177669,35.07716776
609,7090,Org B,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
610,7033,Org E,25.5870341,0,62.44027036,19.7767854,23.04167533
611,18020,Org B,29.72312905,54.69543376,32.24137753,36.89755619,33.24382243
612,7751,Org D,35.73621034,25.03576798,57.89866537,28.5375525,31.75766536
613,8540,Org E,19.2367738,31.3066793,33.48400267,16.13077543,16.42197683
614,18901,Org C,26.60025194,49.50530718,13.26283898,29.98426903,27.32871121
615,7921,Org B,5.846559904,20.24808869,45.52966708,6.162879225,5.707579467
616,7090,Org F,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
617,7922,Org C,18.81845833,6.866331099,56.6068164,13.52696979,16.52809325
618,8854,Org B,17.06763079,12.26849594,50.57454282,9.81203775,13.47036467
619,7920,Org F,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
620,8886,Org E,17.25112162,41.04388304,37.50200802,24.64279856,21.15269771
621,18062,Org B,42.14790362,67.73323668,25.77302767,48.58155769,45.00957867
622,7092,Org F,22.16362631,3.527838731,59.5785872,16.63564146,19.76885226
623,7067,Org E,24.07009022,6.119023065,58.44267265,17.24983953,20.84479147
624,8809,Org E,7.022208712,30.80632428,32.98840772,11.06532907,7.842295994
625,8534,Org E,19.94392647,36.53071063,27.16463504,19.17551372,18.23495165
626,19444,Org E,44.66425872,65.27695519,8.487012378,46.77540718,44.70881091
628,8809,Org B,7.022208712,30.80632428,32.98840772,11.06532907,7.842295994
629,19428,Org B,46.2741384,67.33673215,8.34624076,48.65324571,46.47839591
630,8854,Org F,17.06763079,12.26849594,50.57454282,9.81203775,13.47036467
631,7960,Org D,17.62508829,13.00170959,57.360498,15.42576902,17.01752893
633,8886,Org E,17.25112162,41.04388304,37.50200802,24.64279856,21.15269771
635,7936,Org G,25.32696333,10.39041902,64.82516538,22.09593949,24.27522335
637,18103,Org D,36.76437347,62.17275512,29.13931315,43.62546833,39.98040057
638,19067,Org B,28.29070615,43.02426728,24.95033475,27.08666133,26.46908297
639,7023,Org E,20.28773009,5.596835582,56.86884173,14.20926742,17.5438619
641,19382,Org B,66.38413958,88.17840048,26.56568477,69.29505354,66.93659335
642,18045,Org E,27.51333867,52.16296472,34.03393834,34.79582942,31.16339889
643,7422,Org D,42.77005804,36.30023361,81.07998569,43.47277117,43.9397453
644,7946,Org C,14.65970213,11.22458254,53.22860722,10.21436344,12.75563976
645,7042,Org D,32.12241312,10.07201161,70.85307377,27.73648141,30.46363085
646,8889,Org D,0,25.5870341,39.84447092,7.392838299,3.982073285
647,7869,Org D,18.16813454,18.97501958,57.73397738,18.45246766,18.90413277
648,18042,Org B,26.23627407,51.01901369,33.21557579,33.49166462,29.85206761
649,7092,Org E,22.16362631,3.527838731,59.5785872,16.63564146,19.76885226
650,8801,Org D,6.295336138,31.58864617,36.62373162,13.59872809,10.00485238
651,7030,Org D,39.74074914,14.29753638,76.49596151,34.07143039,37.32775941
652,8846,Org G,14.59072787,13.0102638,49.43599107,7.518517768,11.14976157
653,7871,Org H,29.50236574,33.56974235,65.4519528,32.49347702,31.76254779
654,7090,Org E,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
655,8884,Org F,25.47563017,20.86790002,49.51709201,18.4579597,21.49516532
656,18054,Org D,42.17782652,66.56844163,9.858039049,46.81274572,43.76325408
657,8822,Org B,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
658,18031,Org D,40.5635123,66.11771024,27.09630985,47.16417757,43.55879728
659,8822,Org F,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
660,7030,Org D,39.74074914,14.29753638,76.49596151,34.07143039,37.32775941
661,7001,Org C,26.17818752,6.600219861,60.05437637,19.29084513,22.90513997
662,18042,Org B,26.23627407,51.01901369,33.21557579,33.49166462,29.85206761
663,7836,Org G,16.67556568,24.58706685,54.73694229,19.39151717,18.66045555
664,8807,Org F,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
665,8882,Org D,23.62634617,16.6997421,51.28643911,16.30643897,19.68334258
666,19446,Org D,38.43042899,61.21709291,1.547497612,41.82277024,39.2176895
667,8857,Org E,28.03594348,18.71412321,53.91301331,20.73560566,24.0811542
668,7920,Org D,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
669,8551,Org E,12.27422893,32.98150783,29.52149288,13.64873581,11.53420309
670,18045,Org B,27.51333867,52.16296472,34.03393834,34.79582942,31.16339889
671,7076,Org F,21.24831686,4.88407403,57.56280425,15.05911341,18.44142504
672,7040,Org G,27.64374679,3.785250987,65.43582479,22.44637115,25.48287975
673,8846,Org F,14.59072787,13.0102638,49.43599107,7.518517768,11.14976157
674,8846,Org E,14.59072787,13.0102638,49.43599107,7.518517768,11.14976157
676,18964,Org D,37.48259619,61.37594693,6.230291084,41.68889792,38.77875723
677,8833,Org B,3.315709844,28.39137614,38.82680424,10.70782789,7.254272558
678,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
679,7652,Org B,43.27119318,21.82631477,82.54043376,39.48669229,42.00316615
680,7960,Org D,17.62508829,13.00170959,57.360498,15.42576902,17.01752893
681,18013,Org F,30.29098525,53.97436783,38.91786785,37.67755981,34.12535151
682,8876,Org F,6.952207142,21.05124924,41.76193583,1.364951046,2.989195972
683,7924,Org C,12.07339151,16.18349953,51.86150483,10.80946651,11.76919245
685,7940,Org F,20.78771226,8.869681452,60.02843303,17.17022577,19.46692257
686,7052,Org D,30.99400901,8.454516909,69.50893108,26.39864641,29.20727931
687,8822,Org A,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
688,8889,Org F,0,25.5870341,39.84447092,7.392838299,3.982073285
689,8812,Org H,16.27818864,10.90583279,51.5465628,9.441499287,13.01590178
690,18055,Org B,28.46033677,53.96730173,26.64331292,35.23166463,31.59436458
692,8807,Org E,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
693,19403,Org D,45.78869642,67.84744978,6.149290219,48.75507384,46.33835501
694,8861,Org G,26.70540775,10.86239155,58.13904273,19.43479208,23.08899201
695,8865,Org B,15.29589875,36.95876106,42.20220852,22.39540405,19.26244668
696,8867,Org A,10.92738958,36.51339099,31.48493216,17.5645615,13.92296681
697,18015,Org E,30.46026243,55.95759747,26.76799288,37.23553934,33.59865209
698,8833,Org C,3.315709844,28.39137614,38.82680424,10.70782789,7.254272558
699,8840,Org G,19.52337109,16.50846971,48.46783777,12.23036802,15.57408233
700,18334,Org B,47.35630358,66.71116375,59.61938456,54.45552417,51.33192271
701,18944,Org E,28.78821199,53.30635748,13.4112635,33.5304034,30.40955802
702,18322,Org B,42.14309087,60.29682869,58.8484144,49.02055612,46.0774718
703,8809,Org B,7.022208712,30.80632428,32.98840772,11.06532907,7.842295994
704,7090,Org F,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
705,18040,Org E,26.38350368,48.85425766,41.94322351,33.73138484,30.34081306
706,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
707,7095,Org E,25.77753548,8.593154415,58.58753909,18.66808363,22.32087586
708,19438,Org D,40.35898184,64.37060734,6.942285336,44.66866633,41.72894841
709,8822,Org D,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
710,18901,Org D,26.60025194,49.50530718,13.26283898,29.98426903,27.32871121
711,7901,Org D,22.55175347,4.41589485,60.68572343,17.58635509,20.49128198
712,7927,Org E,21.79925751,13.13352981,61.59456396,19.66312065,21.30410615
713,7834,Org B,23.58858658,17.47765527,63.35922719,22.7084153,23.79417815
714,7834,Org B,23.58858658,17.47765527,63.35922719,22.7084153,23.79417815
715,8865,Org B,15.29589875,36.95876106,42.20220852,22.39540405,19.26244668
716,18947,Org B,22.18442982,46.61166826,18.44899589,26.83493792,23.71218751
718,19422,Org B,41.412849,63.21582742,3.366603598,44.1894515,41.83710003
719,18914,Org F,31.95721017,54.89856181,7.895024216,35.4136128,32.75959927
721,7002,Org B,34.9622798,9.533146389,70.53943501,28.75355404,32.18738533
722,8848,Org B,10.93103725,35.61215813,36.33555288,18.30861725,14.75696739
723,8534,Org E,19.94392647,36.53071063,27.16463504,19.17551372,18.23495165
724,8840,Org B,19.52337109,16.50846971,48.46783777,12.23036802,15.57408233
725,7920,Org B,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
726,18938,Org F,21.43146184,43.24129182,19.21255916,23.94734145,21.57969346
727,7060,Org C,18.74410283,7.791790647,54.65519521,12.28159365,15.7465778
728,8876,Org B,6.952207142,21.05124924,41.76193583,1.364951046,2.989195972
729,7853,Org D,13.26675267,27.82453162,49.4910133,17.96223117,16.2026626
730,18947,Org D,22.18442982,46.61166826,18.44899589,26.83493792,23.71218751
731,18042,Org C,26.23627407,51.01901369,33.21557579,33.49166462,29.85206761
732,8889,Org D,0,25.5870341,39.84447092,7.392838299,3.982073285
733,8805,Org F,12.59300363,14.75501806,47.70860495,5.480079757,9.111911545
734,7016,Org E,24.66612297,1.729027806,61.02004329,18.58313353,21.94455289
735,8827,Org B,10.68361325,35.30203975,36.60184318,18.06797222,14.52958641
736,18337,Org H,49.00104924,53.99208124,80.24828771,53.03555129,51.82421023
737,7001,Org F,26.17818752,6.600219861,60.05437637,19.29084513,22.90513997
738,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
739,8840,Org D,19.52337109,16.50846971,48.46783777,12.23036802,15.57408233
740,7083,Org B,26.87477599,1.527277509,63.93715198,21.20270855,24.42133156
741,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
742,18040,Org D,26.38350368,48.85425766,41.94322351,33.73138484,30.34081306
743,18301,Org E,39.64372168,55.34207723,61.47490123,46.02558221,43.43017931
745,8810,Org E,22.25091983,23.65161462,44.10807103,15.94169787,18.37490863
746,18977,Org F,23.50752774,41.06692682,23.06660976,23.48004433,22.23716792
747,18042,Org D,26.23627407,51.01901369,33.21557579,33.49166462,29.85206761
748,8867,Org D,10.92738958,36.51339099,31.48493216,17.5645615,13.92296681
749,7920,Org F,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
750,7003,Org F,33.43110182,10.56433191,71.96730689,28.85962305,31.66968403
751,18017,Org F,32.55598048,57.60742254,32.04695249,39.68289807,36.02552316
752,8833,Org F,3.315709844,28.39137614,38.82680424,10.70782789,7.254272558
753,18072,Org E,29.83852489,51.86287675,44.12757301,37.1631253,33.80552173
754,8850,Org G,20.74376434,17.76997435,48.23679086,13.55377268,16.7693004
755,8501,Org D,34.44080622,38.74388099,40.41379249,29.79980982,31.14105765
756,8807,Org E,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
757,8867,Org G,10.92738958,36.51339099,31.48493216,17.5645615,13.92296681
758,8857,Org H,28.03594348,18.71412321,53.91301331,20.73560566,24.0811542
759,7080,Org G,19.06474439,9.712913049,53.24428186,12.02438942,15.66045341
760,8816,Org B,22.53334981,18.57625008,48.89610971,15.38392503,18.55389784
761,8901,Org F,19.38311446,15.44369273,49.22134092,12.02371575,15.47280946
762,18040,Org E,26.38350368,48.85425766,41.94322351,33.73138484,30.34081306
763,7090,Org F,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
764,7726,Org G,35.79658723,28.21546781,54.85551038,28.89542675,31.83002054
765,8807,Org B,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
766,8558,Org E,12.96918234,27.61619798,35.09786657,10.24407742,10.13483405
767,18104,Org B,40.5388785,65.85848364,31.57665888,47.46790179,43.81683525
768,8817,Org D,20.96164798,12.1541112,52.5893576,13.60634769,17.23603482
769,8559,Org G,16.17449861,39.36598785,23.75034536,19.67077437,16.87049882
